test_date,total_trades,success,failure,breakeven,win_rate_pct,failure_rate_pct,avg_pnl_pct,setup_timeframe,trigger_timeframe,setup_filter,trigger_filter
2025-05-28,2,1,1,0,50.0,50.0,0.34,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-05-29,3,0,3,0,0.0,100.0,-1.43,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-05-30,3,1,2,0,33.33,66.67,-0.08,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-06-02,0,0,0,0,0.0,0.0,0.0,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-06-03,1,0,1,0,0.0,100.0,-1.34,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-06-04,1,1,0,0,100.0,0.0,3.41,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-06-05,2,0,2,0,0.0,100.0,-1.13,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-06-06,5,2,3,0,40.0,60.0,2.91,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-06-09,2,0,2,0,0.0,100.0,-3.9,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-06-10,2,0,2,0,0.0,100.0,-1.92,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-06-11,0,0,0,0,0.0,0.0,0.0,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-06-26,3,1,2,0,33.33,66.67,5.49,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-06-27,2,0,2,0,0.0,100.0,-1.54,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-06-30,1,0,1,0,0.0,100.0,-1.26,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
