timestamp,alert_type,symbol,oi,prev_oi,oi_change_pct,oi_delta,volume_1m,volume_ema_20,cross_direction,message
2026-05-29 14:20:06,CHAIN_MACRO,SENSEX,,,,,,,,"Chain Activity Check - New CE Vol: +19,700 | New PE Vol: +106,520"
2026-05-29 14:21:07,CHAIN_MACRO,NIFTY,,,,,,,,"Chain Activity Check - New CE Vol: +772,720 | New PE Vol: +1,553,955"
2026-05-29 14:21:07,CHAIN_MACRO,SENSEX,,,,,,,,"Chain Activity Check - New CE Vol: +16,720 | New PE Vol: +74,880"
2026-05-29 14:21:38,Reject,SENSEX 04 JUN 75400 CALL,146800,137060,7.1,9740,,,ABOVE,"OI poll change +7.1% vs last scan (OI chg +9,740 | oi=146,800, was=137,060)"
2026-05-29 14:21:38,Reject,SENSEX 04 JUN 75200 CALL,19120,17840,7.2,1280,,,ABOVE,"OI poll change +7.2% vs last scan (OI chg +1,280 | oi=19,120, was=17,840)"
2026-05-29 14:21:38,Reject,SENSEX 04 JUN 75400 PUT,216760,235060,-7.8,-18300,,,BELOW,"OI poll change +7.8% vs last scan (OI chg -18,300 | oi=216,760, was=235,060)"
2026-05-29 14:42:02,Vol,NIFTY 02 JUN 23800 CALL,10052055,1459120,588.9,8592935,122608460,,,"periodic record vol=122,608,460 oi=10,052,055 (OI chg +8,592,935 +588.9%)"
2026-05-29 14:42:03,Vol,NIFTY 02 JUN 23750 CALL,3148275,218790,1338.9,2929485,43525820,,,"periodic record vol=43,525,820 oi=3,148,275 (OI chg +2,929,485 +1338.9%)"
2026-05-29 14:42:03,Vol,NIFTY 02 JUN 23700 CALL,2859870,721435,296.4,2138435,32925750,,,"periodic record vol=32,925,750 oi=2,859,870 (OI chg +2,138,435 +296.4%)"
2026-05-29 14:42:03,Vol,NIFTY 02 JUN 23800 PUT,8033350,3889145,106.6,4144205,281237710,,,"periodic record vol=281,237,710 oi=8,033,350 (OI chg +4,144,205 +106.6%)"
2026-05-29 14:42:03,Vol,NIFTY 02 JUN 23850 PUT,2941315,1734395,69.6,1206920,193895910,,,"periodic record vol=193,895,910 oi=2,941,315 (OI chg +1,206,920 +69.6%)"
2026-05-29 14:42:04,Vol,NIFTY 02 JUN 23900 PUT,6396520,5790980,10.5,605540,331862635,,,"periodic record vol=331,862,635 oi=6,396,520 (OI chg +605,540 +10.5%)"
2026-05-29 14:42:04,Vol,SENSEX 04 JUN 75600 CALL,201740,9080,2121.8,192660,2051320,,,"periodic record vol=2,051,320 oi=201,740 (OI chg +192,660 +2121.8%)"
2026-05-29 14:42:04,Vol,SENSEX 04 JUN 75500 CALL,336620,65520,413.8,271100,3163680,,,"periodic record vol=3,163,680 oi=336,620 (OI chg +271,100 +413.8%)"
2026-05-29 14:42:04,Vol,SENSEX 04 JUN 75400 CALL,121100,6040,1905.0,115060,1075280,,,"periodic record vol=1,075,280 oi=121,100 (OI chg +115,060 +1905.0%)"
2026-05-29 14:42:05,Vol,SENSEX 04 JUN 75600 PUT,284220,41260,588.9,242960,7810120,,,"periodic record vol=7,810,120 oi=284,220 (OI chg +242,960 +588.9%)"
2026-05-29 14:42:05,Vol,SENSEX 04 JUN 75700 PUT,254860,44740,469.6,210120,7096440,,,"periodic record vol=7,096,440 oi=254,860 (OI chg +210,120 +469.6%)"
2026-05-29 14:42:05,Vol,SENSEX 04 JUN 75800 PUT,266340,100700,164.5,165640,9160640,,,"periodic record vol=9,160,640 oi=266,340 (OI chg +165,640 +164.5%)"
2026-05-29 14:43:09,CHAIN_MACRO,NIFTY,,,,,,,,"Chain Activity Check - New CE Vol: +1,952,730 | New PE Vol: +2,012,465"
2026-05-29 14:43:09,CHAIN_MACRO,SENSEX,,,,,,,,"Chain Activity Check - New CE Vol: +89,700 | New PE Vol: +113,380"
2026-05-29 14:44:13,CHAIN_MACRO,NIFTY,,,,,,,,"Chain Activity Check - New CE Vol: +1,253,135 | New PE Vol: +1,219,140"
