test_date,total_trades,success,failure,breakeven,win_rate_pct,failure_rate_pct,avg_pnl_pct,setup_timeframe,trigger_timeframe,setup_filter,trigger_filter
2025-02-24,2,1,1,0,50.0,50.0,-3.35,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-02-25,1,0,1,0,0.0,100.0,-1.0,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-02-27,0,0,0,0,0.0,0.0,0.0,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-02-28,2,1,1,0,50.0,50.0,-0.32,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-03-03,1,0,1,0,0.0,100.0,-2.54,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-03-04,1,1,0,0,100.0,0.0,4.46,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-03-05,1,1,0,0,100.0,0.0,75.99,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-03-06,1,1,0,0,100.0,0.0,1.36,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-03-07,2,1,1,0,50.0,50.0,4.86,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-03-10,2,1,1,0,50.0,50.0,-0.36,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-03-11,0,0,0,0,0.0,0.0,0.0,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-03-12,0,0,0,0,0.0,0.0,0.0,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-03-13,2,1,1,0,50.0,50.0,-0.1,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-03-17,1,0,1,0,0.0,100.0,-2.37,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-03-18,3,1,2,0,33.33,66.67,2.25,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-03-19,2,1,1,0,50.0,50.0,-38.09,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-03-20,1,1,0,0,100.0,0.0,3.87,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-03-21,1,1,0,0,100.0,0.0,2.06,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-03-24,1,0,1,0,0.0,100.0,-13.59,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-03-25,0,0,0,0,0.0,0.0,0.0,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-03-26,1,0,1,0,0.0,100.0,-1.9,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-03-27,1,0,1,0,0.0,100.0,-0.99,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
2025-03-28,2,0,2,0,0.0,100.0,-2.09,1min,1min,1m EMA+RSI+Supertrend,1m Supertrend
